job_id,job_title,job_description,skills_required,certifications,industry,experience_level,education_required
5344,Delivery Executive 5344,"We are hiring a Delivery Executive in the Transportation industry. Candidate should have strong skills in Java, Cybersecurity, Public Speaking and demonstrate professional competency.","Java, Cybersecurity, Public Speaking",PMP,Transportation,Junior,Diploma
5345,Civil Engineer 5345,"We are hiring a Civil Engineer in the Telecommunications industry. Candidate should have strong skills in Sales Strategy, SQL, Marketing and demonstrate professional competency.","Sales Strategy, SQL, Marketing",AWS Certified,Telecommunications,Mid-Level,Diploma
5346,Fitness Trainer 5346,"We are hiring a Fitness Trainer in the Telecommunications industry. Candidate should have strong skills in Communication, AutoCAD, Problem Solving and demonstrate professional competency.","Communication, AutoCAD, Problem Solving",TEFL,Telecommunications,Fresher,BSc
5347,Cybersecurity Analyst 5347,"We are hiring a Cybersecurity Analyst in the Telecommunications industry. Candidate should have strong skills in Project Management, Customer Service, Patient Care and demonstrate professional competency.","Project Management, Customer Service, Patient Care",Microsoft Azure,Telecommunications,Junior,ITI
5348,Retail Store Manager 5348,"We are hiring a Retail Store Manager in the Media industry. Candidate should have strong skills in Project Management, Communication, Content Creation and demonstrate professional competency.","Project Management, Communication, Content Creation",PMP,Media,Executive,MBBS
5349,DevOps Engineer 5349,"We are hiring a DevOps Engineer in the Hospitality industry. Candidate should have strong skills in SQL, Project Management, AutoCAD and demonstrate professional competency.","SQL, Project Management, AutoCAD",IELTS,Hospitality,Fresher,MSc
5350,Quality Assurance Officer 5350,"We are hiring a Quality Assurance Officer in the Education industry. Candidate should have strong skills in Customer Service, Leadership, Accounting and demonstrate professional competency.","Customer Service, Leadership, Accounting",First Aid Certified,Education,Junior,B.Tech
5351,Librarian 5351,"We are hiring a Librarian in the Finance industry. Candidate should have strong skills in Public Speaking, Communication, Customer Service and demonstrate professional competency.","Public Speaking, Communication, Customer Service",Scrum Master,Finance,Senior,MBBS
5352,Textile Engineer 5352,"We are hiring a Textile Engineer in the Telecommunications industry. Candidate should have strong skills in Sales Strategy, Java, Excel and demonstrate professional competency.","Sales Strategy, Java, Excel",Scrum Master,Telecommunications,Senior,ITI
5353,Chef 5353,"We are hiring a Chef in the Energy industry. Candidate should have strong skills in Communication, AutoCAD, SQL and demonstrate professional competency.","Communication, AutoCAD, SQL",First Aid Certified,Energy,Mid-Level,ITI
5354,Dentist 5354,"We are hiring a Dentist in the Automobile industry. Candidate should have strong skills in Problem Solving, Customer Service, Content Creation and demonstrate professional competency.","Problem Solving, Customer Service, Content Creation",IELTS,Automobile,Junior,MBBS
5355,Marine Biologist 5355,"We are hiring a Marine Biologist in the Pharmaceutical industry. Candidate should have strong skills in Public Speaking, Content Creation, Teaching and demonstrate professional competency.","Public Speaking, Content Creation, Teaching",PMP,Pharmaceutical,Executive,Diploma
5356,Stock Broker 5356,"We are hiring a Stock Broker in the Government industry. Candidate should have strong skills in Marketing, Communication, Excel and demonstrate professional competency.","Marketing, Communication, Excel",Digital Marketing Certification,Government,Fresher,Diploma
5357,Travel Consultant 5357,"We are hiring a Travel Consultant in the Transportation industry. Candidate should have strong skills in Python, Communication, Public Speaking and demonstrate professional competency.","Python, Communication, Public Speaking",AWS Certified,Transportation,Senior,BSc
5358,Photographer 5358,"We are hiring a Photographer in the Real Estate industry. Candidate should have strong skills in Java, Patient Care, Python and demonstrate professional competency.","Java, Patient Care, Python",PMP,Real Estate,Fresher,B.Tech
5359,Recruiter 5359,"We are hiring a Recruiter in the Pharmaceutical industry. Candidate should have strong skills in Patient Care, Communication, Excel and demonstrate professional competency.","Patient Care, Communication, Excel",PMP,Pharmaceutical,Manager,12th Pass
5360,Delivery Executive 5360,"We are hiring a Delivery Executive in the Construction industry. Candidate should have strong skills in Sales Strategy, Problem Solving, Content Creation and demonstrate professional competency.","Sales Strategy, Problem Solving, Content Creation",Digital Marketing Certification,Construction,Manager,PhD
5361,Interior Designer 5361,"We are hiring a Interior Designer in the Real Estate industry. Candidate should have strong skills in Content Creation, Excel, Problem Solving and demonstrate professional competency.","Content Creation, Excel, Problem Solving",TEFL,Real Estate,Senior,B.Tech
5362,Environmental Engineer 5362,"We are hiring a Environmental Engineer in the Telecommunications industry. Candidate should have strong skills in AutoCAD, Accounting, Sales Strategy and demonstrate professional competency.","AutoCAD, Accounting, Sales Strategy",Microsoft Azure,Telecommunications,Senior,PhD
5363,Textile Engineer 5363,"We are hiring a Textile Engineer in the Manufacturing industry. Candidate should have strong skills in Data Analysis, AutoCAD, Project Management and demonstrate professional competency.","Data Analysis, AutoCAD, Project Management",First Aid Certified,Manufacturing,Manager,BA
5364,Sales Executive 5364,"We are hiring a Sales Executive in the Real Estate industry. Candidate should have strong skills in Content Creation, Teaching, Data Analysis and demonstrate professional competency.","Content Creation, Teaching, Data Analysis",IELTS,Real Estate,Senior,MBA
5365,Cloud Engineer 5365,"We are hiring a Cloud Engineer in the Healthcare industry. Candidate should have strong skills in Python, C++, Patient Care and demonstrate professional competency.","Python, C++, Patient Care",Google Data Analytics,Healthcare,Fresher,PhD
5366,Content Writer 5366,"We are hiring a Content Writer in the Transportation industry. Candidate should have strong skills in Machine Operation, Project Management, Teaching and demonstrate professional competency.","Machine Operation, Project Management, Teaching",Google Data Analytics,Transportation,Manager,B.Tech
5367,Lab Technician 5367,"We are hiring a Lab Technician in the Healthcare industry. Candidate should have strong skills in Sales Strategy, C++, Teaching and demonstrate professional competency.","Sales Strategy, C++, Teaching",AWS Certified,Healthcare,Senior,BSc
5368,Robotics Engineer 5368,"We are hiring a Robotics Engineer in the Agriculture industry. Candidate should have strong skills in AutoCAD, C++, SQL and demonstrate professional competency.","AutoCAD, C++, SQL",Google Data Analytics,Agriculture,Senior,Diploma
5369,Environmental Engineer 5369,"We are hiring a Environmental Engineer in the Telecommunications industry. Candidate should have strong skills in Sales Strategy, Teaching, Patient Care and demonstrate professional competency.","Sales Strategy, Teaching, Patient Care",Microsoft Azure,Telecommunications,Executive,BSc
5370,Tour Guide 5370,"We are hiring a Tour Guide in the Defense industry. Candidate should have strong skills in Leadership, Content Creation, Cloud Computing and demonstrate professional competency.","Leadership, Content Creation, Cloud Computing",First Aid Certified,Defense,Senior,B.Tech
5371,Tour Guide 5371,"We are hiring a Tour Guide in the Energy industry. Candidate should have strong skills in Problem Solving, Python, Customer Service and demonstrate professional competency.","Problem Solving, Python, Customer Service",Digital Marketing Certification,Energy,Senior,MSc
5372,IoT Engineer 5372,"We are hiring a IoT Engineer in the Construction industry. Candidate should have strong skills in Teaching, Customer Service, Project Management and demonstrate professional competency.","Teaching, Customer Service, Project Management",Microsoft Azure,Construction,Junior,BA
5373,Research Scientist 5373,"We are hiring a Research Scientist in the Legal industry. Candidate should have strong skills in Patient Care, Marketing, Cybersecurity and demonstrate professional competency.","Patient Care, Marketing, Cybersecurity",PMP,Legal,Mid-Level,12th Pass
5374,Environmental Engineer 5374,"We are hiring a Environmental Engineer in the E-commerce industry. Candidate should have strong skills in Customer Service, Excel, Leadership and demonstrate professional competency.","Customer Service, Excel, Leadership",Six Sigma,E-commerce,Manager,BA
5375,Game Developer 5375,"We are hiring a Game Developer in the IT industry. Candidate should have strong skills in Problem Solving, Excel, Cybersecurity and demonstrate professional competency.","Problem Solving, Excel, Cybersecurity",Cisco CCNA,IT,Fresher,MBBS
5376,Mechanical Engineer 5376,"We are hiring a Mechanical Engineer in the Real Estate industry. Candidate should have strong skills in Leadership, Machine Operation, Cybersecurity and demonstrate professional competency.","Leadership, Machine Operation, Cybersecurity",TEFL,Real Estate,Mid-Level,MBA
5377,Pharmacist 5377,"We are hiring a Pharmacist in the E-commerce industry. Candidate should have strong skills in C++, Java, Machine Operation and demonstrate professional competency.","C++, Java, Machine Operation",Microsoft Azure,E-commerce,Executive,B.Ed
5378,Professor 5378,"We are hiring a Professor in the Energy industry. Candidate should have strong skills in Public Speaking, Teaching, Content Creation and demonstrate professional competency.","Public Speaking, Teaching, Content Creation",AWS Certified,Energy,Junior,BSc
5379,Robotics Engineer 5379,"We are hiring a Robotics Engineer in the Defense industry. Candidate should have strong skills in C++, Sales Strategy, Teaching and demonstrate professional competency.","C++, Sales Strategy, Teaching",Google Data Analytics,Defense,Fresher,B.Ed
5380,News Reporter 5380,"We are hiring a News Reporter in the Energy industry. Candidate should have strong skills in Java, Teaching, Python and demonstrate professional competency.","Java, Teaching, Python",PMP,Energy,Executive,MSc
5381,Pilot 5381,"We are hiring a Pilot in the Pharmaceutical industry. Candidate should have strong skills in Problem Solving, Excel, Cybersecurity and demonstrate professional competency.","Problem Solving, Excel, Cybersecurity",Scrum Master,Pharmaceutical,Mid-Level,ITI
5382,AI Engineer 5382,"We are hiring a AI Engineer in the Media industry. Candidate should have strong skills in Cloud Computing, Cybersecurity, Public Speaking and demonstrate professional competency.","Cloud Computing, Cybersecurity, Public Speaking",Google Data Analytics,Media,Mid-Level,Diploma
5383,Robotics Engineer 5383,"We are hiring a Robotics Engineer in the Energy industry. Candidate should have strong skills in Excel, Patient Care, Communication and demonstrate professional competency.","Excel, Patient Care, Communication",First Aid Certified,Energy,Executive,PhD
5384,Nurse 5384,"We are hiring a Nurse in the Defense industry. Candidate should have strong skills in Content Creation, Data Analysis, Java and demonstrate professional competency.","Content Creation, Data Analysis, Java",PMP,Defense,Senior,MBBS
5385,AI Engineer 5385,"We are hiring a AI Engineer in the Pharmaceutical industry. Candidate should have strong skills in Problem Solving, Sales Strategy, Excel and demonstrate professional competency.","Problem Solving, Sales Strategy, Excel",PMP,Pharmaceutical,Junior,MSc
5386,Fashion Designer 5386,"We are hiring a Fashion Designer in the Defense industry. Candidate should have strong skills in Problem Solving, C++, Python and demonstrate professional competency.","Problem Solving, C++, Python",Digital Marketing Certification,Defense,Senior,BA
5387,Stock Broker 5387,"We are hiring a Stock Broker in the Government industry. Candidate should have strong skills in Leadership, Data Analysis, Public Speaking and demonstrate professional competency.","Leadership, Data Analysis, Public Speaking",Google Data Analytics,Government,Mid-Level,ITI
5388,Electrician 5388,"We are hiring a Electrician in the Construction industry. Candidate should have strong skills in SQL, Data Analysis, Communication and demonstrate professional competency.","SQL, Data Analysis, Communication",PMP,Construction,Fresher,MBBS
5389,Animator 5389,"We are hiring a Animator in the Pharmaceutical industry. Candidate should have strong skills in C++, Patient Care, AutoCAD and demonstrate professional competency.","C++, Patient Care, AutoCAD",IELTS,Pharmaceutical,Fresher,B.Ed
5390,Photographer 5390,"We are hiring a Photographer in the Real Estate industry. Candidate should have strong skills in SQL, Problem Solving, Content Creation and demonstrate professional competency.","SQL, Problem Solving, Content Creation",TEFL,Real Estate,Junior,MBA
5391,Biomedical Engineer 5391,"We are hiring a Biomedical Engineer in the Construction industry. Candidate should have strong skills in AutoCAD, Public Speaking, Project Management and demonstrate professional competency.","AutoCAD, Public Speaking, Project Management",Digital Marketing Certification,Construction,Manager,ITI
5392,Lawyer 5392,"We are hiring a Lawyer in the Finance industry. Candidate should have strong skills in Public Speaking, Content Creation, Cybersecurity and demonstrate professional competency.","Public Speaking, Content Creation, Cybersecurity",PMP,Finance,Senior,MBA
5393,Librarian 5393,"We are hiring a Librarian in the Automobile industry. Candidate should have strong skills in Marketing, Teaching, Public Speaking and demonstrate professional competency.","Marketing, Teaching, Public Speaking",First Aid Certified,Automobile,Mid-Level,B.Ed
5394,Marine Biologist 5394,"We are hiring a Marine Biologist in the Manufacturing industry. Candidate should have strong skills in Data Analysis, Accounting, SQL and demonstrate professional competency.","Data Analysis, Accounting, SQL",AWS Certified,Manufacturing,Fresher,MBA
5395,Biomedical Engineer 5395,"We are hiring a Biomedical Engineer in the Manufacturing industry. Candidate should have strong skills in Marketing, Excel, Java and demonstrate professional competency.","Marketing, Excel, Java",Chartered Accountant,Manufacturing,Manager,MSc
5396,Pilot 5396,"We are hiring a Pilot in the Government industry. Candidate should have strong skills in Leadership, AutoCAD, Communication and demonstrate professional competency.","Leadership, AutoCAD, Communication",PMP,Government,Senior,BA
5397,Doctor 5397,"We are hiring a Doctor in the Defense industry. Candidate should have strong skills in Teaching, Python, Java and demonstrate professional competency.","Teaching, Python, Java",Chartered Accountant,Defense,Mid-Level,BSc
5398,Tour Guide 5398,"We are hiring a Tour Guide in the Media industry. Candidate should have strong skills in Marketing, Patient Care, Content Creation and demonstrate professional competency.","Marketing, Patient Care, Content Creation",Scrum Master,Media,Junior,BA
5399,Sales Executive 5399,"We are hiring a Sales Executive in the Retail industry. Candidate should have strong skills in Communication, C++, Data Analysis and demonstrate professional competency.","Communication, C++, Data Analysis",Digital Marketing Certification,Retail,Mid-Level,ITI
5400,Software Developer 5400,"We are hiring a Software Developer in the IT industry. Candidate should have strong skills in Public Speaking, Problem Solving, Machine Operation and demonstrate professional competency.","Public Speaking, Problem Solving, Machine Operation",Google Data Analytics,IT,Senior,BSc
5401,Quality Assurance Officer 5401,"We are hiring a Quality Assurance Officer in the Agriculture industry. Candidate should have strong skills in Data Analysis, Customer Service, AutoCAD and demonstrate professional competency.","Data Analysis, Customer Service, AutoCAD",Digital Marketing Certification,Agriculture,Executive,B.Tech
5402,Pilot 5402,"We are hiring a Pilot in the Healthcare industry. Candidate should have strong skills in Public Speaking, Content Creation, Java and demonstrate professional competency.","Public Speaking, Content Creation, Java",Google Data Analytics,Healthcare,Fresher,MSc
5403,Nurse 5403,"We are hiring a Nurse in the Real Estate industry. Candidate should have strong skills in Java, Data Analysis, AutoCAD and demonstrate professional competency.","Java, Data Analysis, AutoCAD",AWS Certified,Real Estate,Junior,MBA
5404,Biomedical Engineer 5404,"We are hiring a Biomedical Engineer in the IT industry. Candidate should have strong skills in Communication, Marketing, Public Speaking and demonstrate professional competency.","Communication, Marketing, Public Speaking",Six Sigma,IT,Senior,BCom
5405,AI Engineer 5405,"We are hiring a AI Engineer in the Media industry. Candidate should have strong skills in Content Creation, Excel, Teaching and demonstrate professional competency.","Content Creation, Excel, Teaching",Six Sigma,Media,Senior,MBA
5406,Video Editor 5406,"We are hiring a Video Editor in the Retail industry. Candidate should have strong skills in Sales Strategy, Marketing, C++ and demonstrate professional competency.","Sales Strategy, Marketing, C++",PMP,Retail,Senior,Diploma
5407,Lab Technician 5407,"We are hiring a Lab Technician in the Hospitality industry. Candidate should have strong skills in Patient Care, Machine Operation, C++ and demonstrate professional competency.","Patient Care, Machine Operation, C++",Cisco CCNA,Hospitality,Executive,MSc
5408,Event Planner 5408,"We are hiring a Event Planner in the Construction industry. Candidate should have strong skills in Communication, Machine Operation, AutoCAD and demonstrate professional competency.","Communication, Machine Operation, AutoCAD",AWS Certified,Construction,Senior,MBA
5409,Blockchain Developer 5409,"We are hiring a Blockchain Developer in the Defense industry. Candidate should have strong skills in Patient Care, Sales Strategy, Communication and demonstrate professional competency.","Patient Care, Sales Strategy, Communication",Six Sigma,Defense,Senior,Diploma
5410,Lawyer 5410,"We are hiring a Lawyer in the Telecommunications industry. Candidate should have strong skills in Sales Strategy, Cybersecurity, Teaching and demonstrate professional competency.","Sales Strategy, Cybersecurity, Teaching",Six Sigma,Telecommunications,Senior,BA
5411,Recruiter 5411,"We are hiring a Recruiter in the Defense industry. Candidate should have strong skills in Data Analysis, AutoCAD, C++ and demonstrate professional competency.","Data Analysis, AutoCAD, C++",IELTS,Defense,Manager,12th Pass
5412,Supply Chain Manager 5412,"We are hiring a Supply Chain Manager in the Hospitality industry. Candidate should have strong skills in Sales Strategy, Cloud Computing, Marketing and demonstrate professional competency.","Sales Strategy, Cloud Computing, Marketing",Digital Marketing Certification,Hospitality,Senior,12th Pass
5413,Interior Designer 5413,"We are hiring a Interior Designer in the Finance industry. Candidate should have strong skills in Problem Solving, Cybersecurity, Java and demonstrate professional competency.","Problem Solving, Cybersecurity, Java",Digital Marketing Certification,Finance,Manager,12th Pass
5414,HR Manager 5414,"We are hiring a HR Manager in the E-commerce industry. Candidate should have strong skills in Content Creation, Machine Operation, Public Speaking and demonstrate professional competency.","Content Creation, Machine Operation, Public Speaking",Digital Marketing Certification,E-commerce,Junior,PhD
5415,Psychologist 5415,"We are hiring a Psychologist in the Media industry. Candidate should have strong skills in Data Analysis, C++, Marketing and demonstrate professional competency.","Data Analysis, C++, Marketing",IELTS,Media,Executive,BSc
5416,Cybersecurity Analyst 5416,"We are hiring a Cybersecurity Analyst in the Government industry. Candidate should have strong skills in Communication, SQL, Java and demonstrate professional competency.","Communication, SQL, Java",PMP,Government,Senior,BSc
5417,Robotics Engineer 5417,"We are hiring a Robotics Engineer in the Energy industry. Candidate should have strong skills in Project Management, Public Speaking, SQL and demonstrate professional competency.","Project Management, Public Speaking, SQL",TEFL,Energy,Executive,BA
5418,Pharmacist 5418,"We are hiring a Pharmacist in the Media industry. Candidate should have strong skills in Sales Strategy, Machine Operation, Teaching and demonstrate professional competency.","Sales Strategy, Machine Operation, Teaching",First Aid Certified,Media,Executive,B.Tech
5419,Marine Biologist 5419,"We are hiring a Marine Biologist in the Retail industry. Candidate should have strong skills in Problem Solving, Machine Operation, Teaching and demonstrate professional competency.","Problem Solving, Machine Operation, Teaching",Cisco CCNA,Retail,Mid-Level,MSc
5420,Accountant 5420,"We are hiring a Accountant in the Education industry. Candidate should have strong skills in C++, Patient Care, Public Speaking and demonstrate professional competency.","C++, Patient Care, Public Speaking",Six Sigma,Education,Fresher,BCom
5421,Blockchain Developer 5421,"We are hiring a Blockchain Developer in the Pharmaceutical industry. Candidate should have strong skills in Data Analysis, Project Management, Java and demonstrate professional competency.","Data Analysis, Project Management, Java",Digital Marketing Certification,Pharmaceutical,Fresher,Diploma
5422,Delivery Executive 5422,"We are hiring a Delivery Executive in the Transportation industry. Candidate should have strong skills in Teaching, Cybersecurity, Communication and demonstrate professional competency.","Teaching, Cybersecurity, Communication",TEFL,Transportation,Mid-Level,B.Ed
5423,Farmer 5423,"We are hiring a Farmer in the Manufacturing industry. Candidate should have strong skills in Problem Solving, Accounting, Cybersecurity and demonstrate professional competency.","Problem Solving, Accounting, Cybersecurity",PMP,Manufacturing,Manager,B.Tech
5424,Supply Chain Manager 5424,"We are hiring a Supply Chain Manager in the Real Estate industry. Candidate should have strong skills in Excel, Marketing, Customer Service and demonstrate professional competency.","Excel, Marketing, Customer Service",First Aid Certified,Real Estate,Junior,B.Ed
5425,Financial Analyst 5425,"We are hiring a Financial Analyst in the E-commerce industry. Candidate should have strong skills in Content Creation, Cybersecurity, Patient Care and demonstrate professional competency.","Content Creation, Cybersecurity, Patient Care",Chartered Accountant,E-commerce,Fresher,MSc
5426,Blockchain Developer 5426,"We are hiring a Blockchain Developer in the Hospitality industry. Candidate should have strong skills in Patient Care, Project Management, Data Analysis and demonstrate professional competency.","Patient Care, Project Management, Data Analysis",Microsoft Azure,Hospitality,Junior,BA
5427,Recruiter 5427,"We are hiring a Recruiter in the Hospitality industry. Candidate should have strong skills in AutoCAD, Accounting, Content Creation and demonstrate professional competency.","AutoCAD, Accounting, Content Creation",Microsoft Azure,Hospitality,Junior,MBBS
5428,UI/UX Designer 5428,"We are hiring a UI/UX Designer in the Agriculture industry. Candidate should have strong skills in C++, Sales Strategy, Java and demonstrate professional competency.","C++, Sales Strategy, Java",TEFL,Agriculture,Fresher,B.Tech
5429,ML Engineer 5429,"We are hiring a ML Engineer in the E-commerce industry. Candidate should have strong skills in Excel, Marketing, Teaching and demonstrate professional competency.","Excel, Marketing, Teaching",Digital Marketing Certification,E-commerce,Manager,PhD
5430,Architect 5430,"We are hiring a Architect in the Defense industry. Candidate should have strong skills in Leadership, Public Speaking, Communication and demonstrate professional competency.","Leadership, Public Speaking, Communication",First Aid Certified,Defense,Senior,MBA
5431,Stock Broker 5431,"We are hiring a Stock Broker in the IT industry. Candidate should have strong skills in Patient Care, Python, Leadership and demonstrate professional competency.","Patient Care, Python, Leadership",TEFL,IT,Manager,MBA
5432,Librarian 5432,"We are hiring a Librarian in the Government industry. Candidate should have strong skills in Teaching, Cloud Computing, Problem Solving and demonstrate professional competency.","Teaching, Cloud Computing, Problem Solving",Google Data Analytics,Government,Junior,ITI
5433,Interior Designer 5433,"We are hiring a Interior Designer in the Telecommunications industry. Candidate should have strong skills in Teaching, Python, Patient Care and demonstrate professional competency.","Teaching, Python, Patient Care",Scrum Master,Telecommunications,Senior,MBBS
5434,Social Worker 5434,"We are hiring a Social Worker in the E-commerce industry. Candidate should have strong skills in Project Management, Accounting, Content Creation and demonstrate professional competency.","Project Management, Accounting, Content Creation",Chartered Accountant,E-commerce,Mid-Level,12th Pass
5435,Professor 5435,"We are hiring a Professor in the Manufacturing industry. Candidate should have strong skills in Leadership, Data Analysis, Excel and demonstrate professional competency.","Leadership, Data Analysis, Excel",Cisco CCNA,Manufacturing,Executive,B.Tech
5436,Logistics Coordinator 5436,"We are hiring a Logistics Coordinator in the Healthcare industry. Candidate should have strong skills in SQL, Cybersecurity, Leadership and demonstrate professional competency.","SQL, Cybersecurity, Leadership",IELTS,Healthcare,Mid-Level,12th Pass
5437,AI Engineer 5437,"We are hiring a AI Engineer in the Pharmaceutical industry. Candidate should have strong skills in Cloud Computing, Java, Problem Solving and demonstrate professional competency.","Cloud Computing, Java, Problem Solving",Digital Marketing Certification,Pharmaceutical,Executive,MBBS
5438,Blockchain Developer 5438,"We are hiring a Blockchain Developer in the Energy industry. Candidate should have strong skills in Accounting, Data Analysis, Patient Care and demonstrate professional competency.","Accounting, Data Analysis, Patient Care",IELTS,Energy,Fresher,MSc
5439,Army Officer 5439,"We are hiring a Army Officer in the Media industry. Candidate should have strong skills in Cybersecurity, Accounting, Public Speaking and demonstrate professional competency.","Cybersecurity, Accounting, Public Speaking",Google Data Analytics,Media,Senior,PhD
5440,ML Engineer 5440,"We are hiring a ML Engineer in the Transportation industry. Candidate should have strong skills in Machine Operation, Project Management, Problem Solving and demonstrate professional competency.","Machine Operation, Project Management, Problem Solving",Chartered Accountant,Transportation,Senior,BA
5441,Production Manager 5441,"We are hiring a Production Manager in the E-commerce industry. Candidate should have strong skills in Python, Public Speaking, Leadership and demonstrate professional competency.","Python, Public Speaking, Leadership",PMP,E-commerce,Manager,PhD
5442,NGO Coordinator 5442,"We are hiring a NGO Coordinator in the IT industry. Candidate should have strong skills in Problem Solving, Cybersecurity, Sales Strategy and demonstrate professional competency.","Problem Solving, Cybersecurity, Sales Strategy",Chartered Accountant,IT,Manager,B.Ed
5443,Factory Supervisor 5443,"We are hiring a Factory Supervisor in the Government industry. Candidate should have strong skills in Teaching, Leadership, Public Speaking and demonstrate professional competency.","Teaching, Leadership, Public Speaking",First Aid Certified,Government,Fresher,Diploma
5444,Sales Executive 5444,"We are hiring a Sales Executive in the IT industry. Candidate should have strong skills in Project Management, Patient Care, Customer Service and demonstrate professional competency.","Project Management, Patient Care, Customer Service",Google Data Analytics,IT,Senior,MBBS
5445,Stock Broker 5445,"We are hiring a Stock Broker in the Defense industry. Candidate should have strong skills in Communication, Problem Solving, Leadership and demonstrate professional competency.","Communication, Problem Solving, Leadership",AWS Certified,Defense,Executive,12th Pass
5446,Pilot 5446,"We are hiring a Pilot in the Healthcare industry. Candidate should have strong skills in Excel, Teaching, Problem Solving and demonstrate professional competency.","Excel, Teaching, Problem Solving",Digital Marketing Certification,Healthcare,Senior,MBBS
5447,Social Worker 5447,"We are hiring a Social Worker in the E-commerce industry. Candidate should have strong skills in Marketing, Patient Care, Public Speaking and demonstrate professional competency.","Marketing, Patient Care, Public Speaking",TEFL,E-commerce,Junior,BA
5448,Civil Engineer 5448,"We are hiring a Civil Engineer in the Media industry. Candidate should have strong skills in Teaching, AutoCAD, Problem Solving and demonstrate professional competency.","Teaching, AutoCAD, Problem Solving",Scrum Master,Media,Manager,BA
5449,Real Estate Agent 5449,"We are hiring a Real Estate Agent in the Construction industry. Candidate should have strong skills in Communication, Problem Solving, Teaching and demonstrate professional competency.","Communication, Problem Solving, Teaching",PMP,Construction,Senior,BCom
5450,Video Editor 5450,"We are hiring a Video Editor in the Energy industry. Candidate should have strong skills in Excel, Data Analysis, Public Speaking and demonstrate professional competency.","Excel, Data Analysis, Public Speaking",TEFL,Energy,Executive,B.Ed
5451,Fitness Trainer 5451,"We are hiring a Fitness Trainer in the Healthcare industry. Candidate should have strong skills in Teaching, Sales Strategy, Data Analysis and demonstrate professional competency.","Teaching, Sales Strategy, Data Analysis",Digital Marketing Certification,Healthcare,Senior,MBBS
5452,Lab Technician 5452,"We are hiring a Lab Technician in the Finance industry. Candidate should have strong skills in Java, AutoCAD, Customer Service and demonstrate professional competency.","Java, AutoCAD, Customer Service",Chartered Accountant,Finance,Manager,B.Tech
5453,Pilot 5453,"We are hiring a Pilot in the Media industry. Candidate should have strong skills in Cloud Computing, Sales Strategy, Marketing and demonstrate professional competency.","Cloud Computing, Sales Strategy, Marketing",AWS Certified,Media,Executive,B.Ed
5454,ML Engineer 5454,"We are hiring a ML Engineer in the Legal industry. Candidate should have strong skills in C++, Teaching, AutoCAD and demonstrate professional competency.","C++, Teaching, AutoCAD",TEFL,Legal,Mid-Level,B.Ed
5455,Real Estate Agent 5455,"We are hiring a Real Estate Agent in the Education industry. Candidate should have strong skills in Python, Java, SQL and demonstrate professional competency.","Python, Java, SQL",Digital Marketing Certification,Education,Executive,B.Ed
5456,Bank Manager 5456,"We are hiring a Bank Manager in the Automobile industry. Candidate should have strong skills in Cybersecurity, Python, Communication and demonstrate professional competency.","Cybersecurity, Python, Communication",Six Sigma,Automobile,Executive,BCom
5457,Electrician 5457,"We are hiring a Electrician in the Pharmaceutical industry. Candidate should have strong skills in Project Management, AutoCAD, Cloud Computing and demonstrate professional competency.","Project Management, AutoCAD, Cloud Computing",Scrum Master,Pharmaceutical,Mid-Level,BCom
5458,Quality Assurance Officer 5458,"We are hiring a Quality Assurance Officer in the Media industry. Candidate should have strong skills in C++, Problem Solving, Accounting and demonstrate professional competency.","C++, Problem Solving, Accounting",AWS Certified,Media,Fresher,MBBS
5459,Geologist 5459,"We are hiring a Geologist in the Defense industry. Candidate should have strong skills in Marketing, Content Creation, Excel and demonstrate professional competency.","Marketing, Content Creation, Excel",Google Data Analytics,Defense,Fresher,MSc
5460,Game Developer 5460,"We are hiring a Game Developer in the Real Estate industry. Candidate should have strong skills in Data Analysis, Machine Operation, SQL and demonstrate professional competency.","Data Analysis, Machine Operation, SQL",Six Sigma,Real Estate,Junior,B.Ed
5461,IoT Engineer 5461,"We are hiring a IoT Engineer in the Government industry. Candidate should have strong skills in Cybersecurity, Customer Service, Problem Solving and demonstrate professional competency.","Cybersecurity, Customer Service, Problem Solving",Cisco CCNA,Government,Fresher,PhD
5462,Agricultural Officer 5462,"We are hiring a Agricultural Officer in the Automobile industry. Candidate should have strong skills in Accounting, C++, SQL and demonstrate professional competency.","Accounting, C++, SQL",Chartered Accountant,Automobile,Mid-Level,BSc
5463,Sales Executive 5463,"We are hiring a Sales Executive in the Government industry. Candidate should have strong skills in Machine Operation, Problem Solving, Cybersecurity and demonstrate professional competency.","Machine Operation, Problem Solving, Cybersecurity",Google Data Analytics,Government,Fresher,MBBS
5464,Mechanical Engineer 5464,"We are hiring a Mechanical Engineer in the Finance industry. Candidate should have strong skills in Teaching, Marketing, Accounting and demonstrate professional competency.","Teaching, Marketing, Accounting",AWS Certified,Finance,Executive,PhD
5465,Event Planner 5465,"We are hiring a Event Planner in the Healthcare industry. Candidate should have strong skills in Communication, Project Management, Machine Operation and demonstrate professional competency.","Communication, Project Management, Machine Operation",Google Data Analytics,Healthcare,Fresher,B.Ed
5466,Hotel Manager 5466,"We are hiring a Hotel Manager in the Agriculture industry. Candidate should have strong skills in Public Speaking, Patient Care, Sales Strategy and demonstrate professional competency.","Public Speaking, Patient Care, Sales Strategy",PMP,Agriculture,Junior,MBBS
